stressed,Vitamins,MitoQ ,Caffeine,Tylenol 3,Cannabis,anti-diarrhea med,Omega-3 Capsules,digestive enzyme,vitamin D tablets,Feverfew,DEHA,Methylcobalamine,Mt. Si ACDC 2x Coco Caps,Probiotic,rebounding,Coenzyme q-10,Stretching,TigerBalm,drive to balt,THC,Turmeric,Flexeril,Guarana & Ginseng,Fish oil,Piyo,AOR Zinc-Copper Balance,Silvester,Ritalin,Aleve,Fentanyl,Hot hot hotter,Oestrogel,Tizanidine,exercise - dancing,Compression Stockings,Acetaminophen,Zolpidem,Solifenacin,alcohol,Low oxalate,methyl B12,Vitamin B2,Biotin,Carbomer eye drops,Venlafaxine,exercise,Tetralabs Gold Caps CBN,Buffered Salmon Oil - DHA - EPA,Equilibrant,Vitamin C,Tavegyl,Sisu B Calm,WomenSense AdrenaSense Adrenal Formula,Cetirizine,had sex,Surgical repair of injured shoulder ,Thyroid-Pro,Ginger,Hydrocortisone,Vitamin b12,Vitamin d,Curcumin,Tolterodine,strong energy then CRASH,Probiotic Pearls,physical therapy,Echinacea,Albuterol Inhaler,Florinef,Diphenhydramine,BeachBody OnDemand,Ribose,Therapy,Ibuprophen,Plaquenil,CoQ10,full of pain as predicted,Morphine,SAM-E,Trigger Points,exhausted as predicted,Calcium citrate,Garden of Life Raw Meal,alverine,doctors,Folic acid,Thyroid-Pro (CanPrev),Working day,b12 spray,Aromatherapy,stool softener,banana,magnesium ionic,Ibuprofen,Nortriptyline,Alcohol,Migraine Diet,Naltrexone,Cyclizine,very tired,Provigil,Valacyclovir,Pantoprazole,5-htp,Forever Aloe Berry,Darifenacin,Cetirizine hydrochloride,B12 timed release,LUSH acne spot-treatment,Monteluklast,gluten free,Ubiquinol,Tetralabs Gold Caps,Prontolax Supp,flu vaccine injection,Benadryl,nsaid,Ranitidine,day after an open air concert,Cerelle,Gabapentine,Support worker assistance,cleaning,Adderall,catheter,Cetraben cream,Azathioprine,Um 3.00 Uhr ins Bett,good sleep,Heating Pad,massage,Passionflower,Resrticted diet,Pristiq,row
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolterodine
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,strong energy then CRASH
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Probiotic Pearls
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physical therapy
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Echinacea
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,Albuterol Inhaler
,,,,,,,,0.0,,2.0,,,,2.0,,,,2.0,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Florinef
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diphenhydramine
,,,,,,,,2.0,,0.0,,,,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,BeachBody OnDemand
,,,,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,2.0,,,Ribose
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibuprophen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,Plaquenil
,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,CoQ10
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,full of pain as predicted
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morphine
,,,,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,2.0,,,SAM-E
,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Trigger Points
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,exhausted as predicted
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.00753976811938,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,Calcium citrate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden of Life Raw Meal
,,,,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,2.0,,,alverine
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,doctors
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Folic acid
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Thyroid-Pro (CanPrev)
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,Working day
,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,b12 spray
,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Aromatherapy
,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,stool softener
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,banana
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnesium ionic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibuprofen
2.0,,0.0,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,0.0,,,,,0.0,,2.0,,,,,,0.0,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,2.0,,,,,,,,2.0,,,0.0,,,,,,,,,,,0.0,,,,,2.0,,0.0,,2.0,,,,,2.0,0.0,,,,,,Nortriptyline
,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,Alcohol
,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,Migraine Diet
,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Naltrexone
,,,,,,,,2.0,,0.000491857857975,,,,3.34092946008e-06,,,,0.0,,,,,2.0,,0.0,,,1.99589000431,,,,,,,,,,0.191153542913,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,3.34092946008e-06,,,,,,,,,2.0,,0.0,2.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,0.0,,,,,,2.0,,,,,,3.34092946008e-06,,,Cyclizine
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,0.0,2.0,,,,,,very tired
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,Provigil
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valacyclovir
2.0,,0.0,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,0.0,,,,,0.0,,2.0,,,,,,0.0,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,2.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,0.0,,,,,2.0,,0.0,,2.0,,,,,2.0,0.0,,,,,,Pantoprazole
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,1.39596773371,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,2.72718694602e-05,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,5-htp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forever Aloe Berry
,,,,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,2.0,,,Darifenacin
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,Cetirizine hydrochloride
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B12 timed release
,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,LUSH acne spot-treatment
,,,,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,2.0,,,Monteluklast
,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,gluten free
,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Ubiquinol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tetralabs Gold Caps
2.0,,0.0,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,0.0,,,,,0.0,,2.0,,,,,,0.0,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,2.0,,,0.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,2.0,,0.0,,2.0,,,,,2.0,0.0,,,,,,Prontolax Supp
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,flu vaccine injection
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Benadryl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsaid
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,Ranitidine
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,0.0,2.0,,,,,,day after an open air concert
,,,,,,,,,,0.0,,,,0.0,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,Cerelle
2.0,,0.0,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,0.0,,,,,0.0,,2.0,,,,,,0.0,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,2.0,,,0.0,,,,,2.0,,,0.0,,,,,,,,,,,0.0,,,,,2.0,,,,2.0,,,,,2.0,0.0,,,,,,Gabapentine
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,Support worker assistance
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,,,,,,0.0,2.0,,,,,,cleaning
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33066907388e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adderall
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,catheter
,,,,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,Cetraben cream
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azathioprine
0.0,,2.0,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,,,,,2.0,,0.0,,,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,,0.0,,2.0,,0.0,,,,,,2.0,,,,,,Um 3.00 Uhr ins Bett
2.0,,0.0,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,0.0,,,,,0.0,,2.0,,,,,,0.0,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,2.0,,,0.0,,,,,2.0,,,0.0,,,,,,,,,,,0.0,,,,,2.0,,0.0,,2.0,,,,,2.0,,,,,,,good sleep
,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Pad
,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,massage
,,,,,,,,2.0,,0.00057626145291,,,,2.22044604925e-16,,,,0.0,,,,,2.0,,0.0,,,1.99612079644,,,,,,,,,,0.19267623376,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.22044604925e-16,,,,,,,,,2.0,,0.0,2.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,3.34092946008e-06,,,,,,,2.0,,,,2.0,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,Passionflower
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resrticted diet
